STATIONS_ID;MESS_DATUM;  R1;RS_IND
        399;2001032513;   0.3;   1
        399;2001032514;   0.2;   1
        399;2001032515;   1.0;   1
        399;2001032516;   1.3;   1
        399;2001032517;   0.5;   1
        399;2001032518;   0.8;   1
        399;2001032519;   0.9;   1
        399;2001032520;   0.3;   1
        399;2001032521;   0.6;   1
        399;2001032522;   0.3;   1
        399;2001032523;   0.7;   1
        399;2001032600;   0.3;   1
        399;2001032601;   0.3;   1
        399;2001032602;   0.4;   1
        399;2001032603;   0.2;   1
        399;2001032604;   0.1;   1
        399;2001032605;   0.1;   1
        399;2001032606;   0.0;   1
        399;2001032607;   0.0;   1
        399;2001032608;   0.0;   0
        399;2001032609;   0.0;   0
        399;2001032610;   0.0;   0
        399;2001032611;   0.0;   0
        399;2001032612;   0.0;   0
        399;2001032613;   0.0;   0
        399;2001032614;   0.0;   0
        399;2001032615;   0.0;   0
        399;2001032616;   0.0;   0
        399;2001032617;   0.0;   0
        399;2001032618;   0.0;   0
        399;2001032619;   0.0;   0
        399;2001032620;   0.0;   0
        399;2001032621;   0.0;   0
        399;2001032622;   0.0;   0
        399;2001032623;   0.0;   0
        399;2001032700;   0.0;   0
        399;2001032701;   0.0;   0
        399;2001032702;   0.0;   0
        399;2001032703;   0.0;   0
        399;2001032704;   0.0;   0
        399;2001032705;   0.0;   0
        399;2001032706;   0.0;   0
        399;2001032707;   0.0;   0
        399;2001032708;   0.0;   0
        399;2001032709;   0.0;   0
        399;2001032710;   0.0;   0
        399;2001032711;   0.0;   0
        399;2001032712;   0.0;   0
        399;2001032713;   0.0;   0
        399;2001032714;   0.0;   0
        399;2001032715;   0.0;   0
        399;2001032716;   0.0;   0
        399;2001032717;   0.0;   0
        399;2001032718;   0.0;   0
        399;2001032719;   0.0;   0
        399;2001032720;   0.0;   0
        399;2001032721;   0.0;   0
        399;2001032722;   0.0;   0
        399;2001032723;   0.0;   0
        399;2001032800;   0.0;   0
        399;2001032801;   0.0;   0
        399;2001032802;   0.0;   0
        399;2001032803;   0.0;   0
        399;2001032804;   0.0;   0
        399;2001032805;   0.0;   0
        399;2001032806;   0.0;   0
        399;2001032807;   0.0;   0
        399;2001032808;   0.0;   0
        399;2001032809;   0.0;   0
        399;2001032810;   0.0;   0
        399;2001032811;   0.0;   0
        399;2001032812;   0.0;   0
        399;2001032813;   0.0;   0
        399;2001032814;   0.0;   0
        399;2001032815;   0.0;   0
        399;2001032816;   0.0;   0
        399;2001032817;   0.0;   0
        399;2001032818;   0.0;   0
        399;2001032819;   0.0;   0
        399;2001032820;   0.0;   0
        399;2001032821;   0.0;   0
        399;2001032822;   0.0;   0
        399;2001032823;   0.0;   0
        399;2001032900;   0.0;   0
        399;2001032901;   0.0;   0
        399;2001032902;   0.0;   0
        399;2001032903;   0.0;   0
        399;2001032904;   0.0;   1
        399;2001032905;   0.0;   0
        399;2001032906;   0.0;   1
        399;2001032907;   0.0;   0
        399;2001032910;   0.0;   1
        399;2001032911;   0.0;   1
        399;2001032912;   0.0;   1
        399;2001032913;   0.0;   1
        399;2001032914;   0.0;   0
        399;2001032915;   0.0;   0
        399;2001032916;   0.0;   1
        399;2001032917;   0.0;   1
        399;2001032918;   0.0;   1
        399;2001032919;   0.0;   1
        399;2001032920;   0.0;   0
